Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2020-10-01 00:00:00-04:00,96.2857666015625,96.2857666015625,96.2857666015625,96.2857666015625,0,0.0,0.0,0.0
2020-10-02 00:00:00-04:00,96.2857666015625,96.2857666015625,96.2857666015625,96.2857666015625,0,0.0,0.0,0.0
2020-10-05 00:00:00-04:00,96.31465628318114,96.32428691723983,96.28096008300781,96.28096008300781,10725,0.0,0.0,0.0
2020-10-06 00:00:00-04:00,96.29539756812017,96.31465148925781,96.29539756812017,96.31465148925781,10080,0.0,0.0,0.0
2020-10-07 00:00:00-04:00,96.23762479019577,96.24725542414312,96.208740234375,96.208740234375,6350,0.0,0.0,0.0
2020-10-08 00:00:00-04:00,96.27614109296776,96.28096008300781,96.25852533364454,96.28096008300781,650,0.0,0.0,0.0
2020-10-09 00:00:00-04:00,96.25689664395829,96.26652727896477,96.22801208496094,96.22801208496094,1820,0.0,0.0,0.0
2020-10-12 00:00:00-04:00,96.2472660089518,96.25689664395829,96.22801208496094,96.22801208496094,5685,0.0,0.0,0.0
2020-10-13 00:00:00-04:00,96.26555514556847,96.27614810920288,96.25034888015709,96.2520751953125,3635,0.0,0.0,0.0
2020-10-14 00:00:00-04:00,96.28576877321395,96.28576877321395,96.2616958618164,96.2616958618164,3985,0.0,0.0,0.0
2020-10-15 00:00:00-04:00,96.28576844060427,96.28576844060427,96.2328109741211,96.2328109741211,3312,0.0,0.0,0.0
2020-10-16 00:00:00-04:00,96.23762757825237,96.24725821247873,96.21356201171875,96.21356201171875,2135,0.0,0.0,0.0
2020-10-19 00:00:00-04:00,96.19911661450796,96.2087399024008,96.17985534667969,96.17985534667969,126687,0.0,0.0,0.0
2020-10-20 00:00:00-04:00,96.1385498046875,96.1385498046875,96.1385498046875,96.1385498046875,29,0.0,0.0,0.0
2020-10-21 00:00:00-04:00,96.13170317202639,96.13170317202639,96.11659240722656,96.11659240722656,320,0.0,0.0,0.0
2020-10-22 00:00:00-04:00,96.07393612914059,96.07393612914059,96.04505157470703,96.04505157470703,5600,0.0,0.0,0.0
2020-10-23 00:00:00-04:00,96.10284157161794,96.10284157161794,96.08358764648438,96.08358764648438,4617,0.0,0.0,0.0
2020-10-26 00:00:00-04:00,96.1798397512328,96.1798397512328,96.15095520019531,96.15095520019531,3900,0.0,0.0,0.0
2020-10-27 00:00:00-04:00,96.21837599450012,96.21837599450012,96.20393371582031,96.20393371582031,710,0.0,0.0,0.0
2020-10-28 00:00:00-04:00,96.1991141098784,96.1991141098784,96.17504119873047,96.17504119873047,704,0.0,0.0,0.0
2020-10-29 00:00:00-04:00,96.11245398924572,96.11245398924572,96.0643081665039,96.0643081665039,830,0.0,0.0,0.0
2020-10-30 00:00:00-04:00,95.99681091308594,95.99681091308594,95.99681091308594,95.99681091308594,29,0.0,0.0,0.0
2020-11-02 00:00:00-05:00,95.99923706054688,95.99923706054688,95.99923706054688,95.99923706054688,1,0.0,0.0,0.0
2020-11-03 00:00:00-05:00,95.9632339477539,95.9632339477539,95.9632339477539,95.9632339477539,1,0.0,0.0,0.0
2020-11-04 00:00:00-05:00,96.24726147409572,96.26652274320118,96.24629914524263,96.26151275634766,2561,0.0,0.0,0.0
2020-11-05 00:00:00-05:00,96.28451538085938,96.28451538085938,96.28451538085938,96.28451538085938,1,0.0,0.0,0.0
2020-11-06 00:00:00-05:00,96.17986340255797,96.22800923013995,96.17986340255797,96.1941146850586,1001,0.0,0.0,0.0
2020-11-09 00:00:00-05:00,96.00655153298538,96.04150390625,95.9978832268794,96.04150390625,4126,0.0,0.0,0.0
2020-11-10 00:00:00-05:00,95.98632381428864,95.98632381428864,95.93914031982422,95.93914031982422,100,0.0,0.0,0.0
2020-11-11 00:00:00-05:00,95.96708139620274,95.96804372517502,95.95388793945312,95.95388793945312,1004,0.0,0.0,0.0
2020-11-12 00:00:00-05:00,96.08260697219434,96.08356930096616,96.0682601928711,96.0682601928711,4256,0.0,0.0,0.0
2020-11-13 00:00:00-05:00,96.06488800048828,96.06488800048828,96.06488800048828,96.06488800048828,1,0.0,0.0,0.0
2020-11-16 00:00:00-05:00,96.09223773898856,96.0932000677617,96.0643081665039,96.0643081665039,876,0.0,0.0,0.0
2020-11-17 00:00:00-05:00,96.14134979248047,96.14134979248047,96.14134979248047,96.14134979248047,1,0.0,0.0,0.0
2020-11-18 00:00:00-05:00,96.14134979248047,96.14134979248047,96.14134979248047,96.14134979248047,1,0.0,0.0,0.0
2020-11-19 00:00:00-05:00,96.17985534667969,96.17985534667969,96.17985534667969,96.17985534667969,1,0.0,0.0,0.0
2020-11-20 00:00:00-05:00,96.19912207160094,96.22800662896057,96.19912207160094,96.20393371582031,4981,0.0,0.0,0.0
2020-11-23 00:00:00-05:00,96.18852114745077,96.189483476215,96.17504119873047,96.17504119873047,553,0.0,0.0,0.0
2020-11-24 00:00:00-05:00,96.17504119873047,96.17504119873047,96.17504119873047,96.17504119873047,1,0.0,0.0,0.0
2020-11-25 00:00:00-05:00,96.24725041366472,96.24725041366472,96.19911193847656,96.19911193847656,701,0.0,0.0,0.0
2020-11-27 00:00:00-05:00,96.2761459350586,96.2761459350586,96.2761459350586,96.2761459350586,1,0.0,0.0,0.0
2020-11-30 00:00:00-05:00,96.35316684408491,96.35316684408491,96.32909393310547,96.32909393310547,2066,0.0,0.0,0.0
2020-12-01 00:00:00-05:00,96.1702215903229,96.20777444994957,96.1702215903229,96.19005584716797,1100,0.0,0.0,0.0
2020-12-02 00:00:00-05:00,96.16541290283203,96.16541290283203,96.16541290283203,96.16541290283203,1,0.0,0.0,0.0
2020-12-03 00:00:00-05:00,96.2616958618164,96.2616958618164,96.2616958618164,96.2616958618164,1,0.0,0.0,0.0
2020-12-04 00:00:00-05:00,96.15174102783203,96.15174102783203,96.15174102783203,96.15174102783203,1,0.0,0.0,0.0
2020-12-07 00:00:00-05:00,96.26651981205201,96.26651981205201,96.24244689941406,96.24244689941406,1800,0.0,0.0,0.0
2020-12-08 00:00:00-05:00,96.29444220551888,96.29444220551888,96.25688934326172,96.25688934326172,1303,0.0,0.0,0.0
2020-12-09 00:00:00-05:00,96.15096032506331,96.15096032506331,96.13651804877478,96.14614868164062,1650,0.0,0.0,0.0
2020-12-10 00:00:00-05:00,96.19912223673573,96.2376300826002,96.19256958536009,96.21837615966797,3907,0.0,0.0,0.0
2020-12-11 00:00:00-05:00,96.30126953125,96.30126953125,96.30126953125,96.30126953125,33,0.0,0.0,0.0
2020-12-14 00:00:00-05:00,96.30406332031872,96.30502564912244,96.28096008300781,96.28096008300781,425,0.0,0.0,0.0
2020-12-15 00:00:00-05:00,96.29539973942057,96.29539973942057,96.29058074951172,96.29058074951172,1351,0.0,0.0,0.0
2020-12-16 00:00:00-05:00,96.29058074951172,96.29058074951172,96.29058074951172,96.29058074951172,39,0.0,0.0,0.0
2020-12-17 00:00:00-05:00,96.37242539549051,96.37242539549051,96.28096008300781,96.28096008300781,1218,0.0,0.0,0.0
2020-12-18 00:00:00-05:00,96.28585430272476,96.28585430272476,96.27131652832031,96.27131652832031,1000,0.0,0.0,0.0
2020-12-21 00:00:00-05:00,96.27517932933374,96.27614165814312,96.24735260009766,96.24735260009766,2345,0.0,0.0,0.0
2020-12-22 00:00:00-05:00,96.31465148925781,96.31465148925781,96.31465148925781,96.31465148925781,10,0.0,0.0,0.0
2020-12-23 00:00:00-05:00,96.27614198951385,96.28577262366223,96.27614198951385,96.27623748779297,1414,0.0,0.0,0.0
2020-12-24 00:00:00-05:00,96.31147766113281,96.31147766113281,96.31147766113281,96.31147766113281,2,0.0,0.0,0.0
2020-12-28 00:00:00-05:00,96.346435546875,96.346435546875,96.346435546875,96.346435546875,2,0.0,0.0,0.0
2020-12-29 00:00:00-05:00,96.34835815429688,96.34835815429688,96.34835815429688,96.34835815429688,2,0.0,0.0,0.0
2020-12-30 00:00:00-05:00,96.386474609375,96.386474609375,96.386474609375,96.386474609375,2,0.0,0.0,0.0
2020-12-31 00:00:00-05:00,96.43983180738886,96.43983180738886,96.43501281738281,96.43501281738281,102,0.0,0.0,0.0
2021-01-04 00:00:00-05:00,96.40411376953125,96.40411376953125,96.40411376953125,96.40411376953125,2,0.0,0.0,0.0
2021-01-05 00:00:00-05:00,96.34355425861597,96.36272003112464,96.33393096923828,96.33393096923828,751,0.0,0.0,0.0
2021-01-06 00:00:00-05:00,96.15000881950701,96.16503143310547,96.15000881950701,96.16503143310547,109,0.0,0.0,0.0
2021-01-07 00:00:00-05:00,96.12207509363111,96.12207509363111,96.07874826507152,96.10637664794922,2099,0.0,0.0,0.0
2021-01-08 00:00:00-05:00,96.02098846435547,96.02098846435547,96.02098846435547,96.02098846435547,3,0.0,0.0,0.0
2021-01-11 00:00:00-05:00,95.9632339477539,95.9632339477539,95.9632339477539,95.9632339477539,1,0.0,0.0,0.0
2021-01-12 00:00:00-05:00,95.96294403076172,95.96294403076172,95.96294403076172,95.96294403076172,1,0.0,0.0,0.0
2021-01-13 00:00:00-05:00,96.05170440673828,96.05170440673828,96.05170440673828,96.05170440673828,66,0.0,0.0,0.0
2021-01-14 00:00:00-05:00,96.11246671107527,96.11246671107527,96.02291870117188,96.02291870117188,333,0.0,0.0,0.0
2021-01-15 00:00:00-05:00,96.10061645507812,96.10061645507812,96.10061645507812,96.10061645507812,1,0.0,0.0,0.0
2021-01-19 00:00:00-05:00,96.12688446044922,96.12688446044922,96.12688446044922,96.12688446044922,2,0.0,0.0,0.0
2021-01-20 00:00:00-05:00,96.12757110595703,96.12757110595703,96.12757110595703,96.12757110595703,3,0.0,0.0,0.0
2021-01-21 00:00:00-05:00,96.08838653564453,96.08838653564453,96.08838653564453,96.08838653564453,193,0.0,0.0,0.0
2021-01-22 00:00:00-05:00,96.12680053710938,96.12680053710938,96.12680053710938,96.12680053710938,66,0.0,0.0,0.0
2021-01-25 00:00:00-05:00,96.20603942871094,96.20603942871094,96.20603942871094,96.20603942871094,66,0.0,0.0,0.0
2021-01-26 00:00:00-05:00,96.23762991739932,96.23762991739932,96.17986080268005,96.20393371582031,841,0.0,0.0,0.0
2021-01-27 00:00:00-05:00,96.1859130859375,96.1859130859375,96.1859130859375,96.1859130859375,1,0.0,0.0,0.0
2021-01-28 00:00:00-05:00,96.14604949951172,96.14604949951172,96.14604949951172,96.14604949951172,1,0.0,0.0,0.0
2021-01-29 00:00:00-05:00,96.14036902277397,96.14065551757812,96.14036902277397,96.14065551757812,1503,0.0,0.0,0.0
2021-02-01 00:00:00-05:00,96.1702210173645,96.1702210173645,96.16156005859375,96.16156005859375,702,0.0,0.0,0.0
2021-02-02 00:00:00-05:00,96.1024398803711,96.1024398803711,96.1024398803711,96.1024398803711,2,0.0,0.0,0.0
2021-02-03 00:00:00-05:00,96.08261986301011,96.09321282694238,96.05950927734375,96.05950927734375,800,0.0,0.0,0.0
2021-02-04 00:00:00-05:00,96.0787582397461,96.0787582397461,96.0787582397461,96.0787582397461,2,0.0,0.0,0.0
2021-02-05 00:00:00-05:00,96.05621337890625,96.05621337890625,96.05621337890625,96.05621337890625,1502,0.0,0.0,0.0
2021-02-08 00:00:00-05:00,96.10282602599051,96.10282602599051,96.04737091064453,96.04737091064453,3318,0.0,0.0,0.0
2021-02-09 00:00:00-05:00,96.12208507280377,96.13170836058023,96.064308616039,96.0787582397461,6819,0.0,0.0,0.0
2021-02-10 00:00:00-05:00,96.14135119501891,96.16195678710938,96.14135119501891,96.16195678710938,351,0.0,0.0,0.0
2021-02-11 00:00:00-05:00,96.1461573736776,96.15587615966797,96.1461573736776,96.15587615966797,531,0.0,0.0,0.0
2021-02-12 00:00:00-05:00,96.11149998233867,96.11149998233867,96.07837677001953,96.07837677001953,1878,0.0,0.0,0.0
2021-02-16 00:00:00-05:00,95.89003292722562,95.90062588994654,95.83235931396484,95.83235931396484,4815,0.0,0.0,0.0
2021-02-17 00:00:00-05:00,95.86210148167915,95.881362747687,95.86210148167915,95.8669204711914,1864,0.0,0.0,0.0
2021-02-18 00:00:00-05:00,95.88616943359375,95.88616943359375,95.88616943359375,95.88616943359375,9,0.0,0.0,0.0
2021-02-19 00:00:00-05:00,95.76100158691406,95.76100158691406,95.76100158691406,95.76100158691406,598,0.0,0.0,0.0
2021-02-22 00:00:00-05:00,95.66472625732422,95.66472625732422,95.66472625732422,95.66472625732422,1578,0.0,0.0,0.0
2021-02-23 00:00:00-05:00,95.72538413942905,95.72721329868776,95.70690155029297,95.70690155029297,401,0.0,0.0,0.0
2021-02-24 00:00:00-05:00,95.67377471923828,95.67377471923828,95.67377471923828,95.67377471923828,12,0.0,0.0,0.0
2021-02-25 00:00:00-05:00,95.23635965428589,95.23635965428589,95.08528137207031,95.08528137207031,304,0.0,0.0,0.0
2021-02-26 00:00:00-05:00,95.30663299560547,95.30663299560547,95.30663299560547,95.30663299560547,70,0.0,0.0,0.0
2021-03-01 00:00:00-05:00,95.37798585513977,95.426513671875,95.37798585513977,95.426513671875,407,0.0,0.0,0.0
2021-03-02 00:00:00-05:00,95.50585408323698,95.50585408323698,95.47696952866814,95.49622344970703,965,0.0,0.0,0.0
2021-03-03 00:00:00-05:00,95.31328699142189,95.33428192138672,95.31328699142189,95.33428192138672,510,0.0,0.0,0.0
2021-03-04 00:00:00-05:00,95.17366790771484,95.17366790771484,95.17366790771484,95.17366790771484,2,0.0,0.0,0.0
2021-03-05 00:00:00-05:00,95.08221201604891,95.09184265136719,95.08221201604891,95.09184265136719,100,0.0,0.0,0.0
2021-03-08 00:00:00-05:00,94.91851822698248,94.91851822698248,94.87085723876953,94.87085723876953,101,0.0,0.0,0.0
2021-03-09 00:00:00-05:00,94.9782199648661,94.9782199648661,94.96185302734375,94.96185302734375,917,0.0,0.0,0.0
2021-03-10 00:00:00-05:00,95.07178497314453,95.07178497314453,95.07178497314453,95.07178497314453,1,0.0,0.0,0.0
2021-03-11 00:00:00-05:00,95.17048645019531,95.17048645019531,95.17048645019531,95.17048645019531,1,0.0,0.0,0.0
2021-03-12 00:00:00-05:00,94.91851289331795,94.93776681487878,94.91851289331795,94.9306411743164,4201,0.0,0.0,0.0
2021-03-15 00:00:00-04:00,94.95538330078125,94.95538330078125,94.95538330078125,94.95538330078125,1,0.0,0.0,0.0
2021-03-16 00:00:00-04:00,94.96607971191406,94.96607971191406,94.96607971191406,94.96607971191406,600,0.0,0.0,0.0
2021-03-17 00:00:00-04:00,94.87999137700278,95.03549194335938,94.87999137700278,95.03549194335938,200,0.0,0.0,0.0
2021-03-18 00:00:00-04:00,94.85111730404785,94.85756711094254,94.8316650390625,94.8316650390625,2009,0.0,0.0,0.0
2021-03-19 00:00:00-04:00,94.81963348388672,94.81963348388672,94.81963348388672,94.81963348388672,1,0.0,0.0,0.0
2021-03-22 00:00:00-04:00,94.88480672611428,94.90406799316406,94.88480672611428,94.90406799316406,108,0.0,0.0,0.0
2021-03-23 00:00:00-04:00,94.97628946873334,95.022216796875,94.97628946873334,95.022216796875,101,0.0,0.0,0.0
2021-03-24 00:00:00-04:00,95.05889892578125,95.05889892578125,95.05889892578125,95.05889892578125,1,0.0,0.0,0.0
2021-03-25 00:00:00-04:00,95.0646743774414,95.0646743774414,95.0646743774414,95.0646743774414,10,0.0,0.0,0.0
2021-03-26 00:00:00-04:00,94.99456930007689,94.9955389748312,94.97146606445312,94.97146606445312,678,0.0,0.0,0.0
2021-03-29 00:00:00-04:00,94.89327239990234,94.89327239990234,94.89327239990234,94.89327239990234,1,0.017208,0.0,0.0
2021-03-30 00:00:00-04:00,94.870361328125,94.870361328125,94.870361328125,94.870361328125,1,0.0,0.0,0.0
2021-03-31 00:00:00-04:00,94.83876555516935,94.87208557128906,94.83876555516935,94.87208557128906,504,0.0,0.0,0.0
2021-04-01 00:00:00-04:00,94.95431576099935,94.99765014648438,94.94468344845767,94.99765014648438,1604,0.0,0.0,0.0
2021-04-05 00:00:00-04:00,94.85708070450724,94.88038635253906,94.85708070450724,94.88038635253906,400,0.0,0.0,0.0
2021-04-06 00:00:00-04:00,94.99285585051665,95.0611343383789,94.99285585051665,95.0611343383789,2001,0.0,0.0,0.0
2021-04-07 00:00:00-04:00,95.06989871675162,95.07953103104076,95.06989871675162,95.07144165039062,1000,0.0,0.0,0.0
2021-04-08 00:00:00-04:00,95.16138458251953,95.16138458251953,95.16138458251953,95.16138458251953,1,0.0,0.0,0.0
2021-04-09 00:00:00-04:00,95.1042709350586,95.1042709350586,95.1042709350586,95.1042709350586,1,0.0,0.0,0.0
2021-04-12 00:00:00-04:00,95.05950164794922,95.05950164794922,95.05950164794922,95.05950164794922,1,0.0,0.0,0.0
2021-04-13 00:00:00-04:00,95.07953794990236,95.16899871826172,95.07953794990236,95.16899871826172,1000,0.0,0.0,0.0
2021-04-14 00:00:00-04:00,95.15176071995455,95.15744018554688,95.12768360644091,95.15744018554688,2271,0.0,0.0,0.0
2021-04-15 00:00:00-04:00,95.35880522502528,95.38770216886401,95.34754180908203,95.34754180908203,7728,0.0,0.0,0.0
2021-04-16 00:00:00-04:00,97.15966326427339,97.15966326427339,95.11804611467136,95.5751953125,4517,0.0,0.0,0.0
2021-04-19 00:00:00-04:00,95.45511519225238,95.46474015971482,95.32510465847518,95.43700408935547,4561,0.0,0.0,0.0
2021-04-20 00:00:00-04:00,95.13730948762242,95.62845465033372,95.13730948762242,95.38201141357422,3736,0.0,0.0,0.0
2021-04-21 00:00:00-04:00,95.34918630662148,95.34918630662148,95.24325288106895,95.31114196777344,997,0.0,0.0,0.0
2021-04-22 00:00:00-04:00,95.26732102150574,95.37806692058635,95.20472199940218,95.34050750732422,1599,0.0,0.0,0.0
2021-04-23 00:00:00-04:00,95.3491792080338,95.3491792080338,95.22407667629584,95.3202896118164,1888,0.0,0.0,0.0
2021-04-26 00:00:00-04:00,95.33955091335345,95.33955091335345,95.2511481574166,95.31066131591797,2503,0.0,0.0,0.0
2021-04-27 00:00:00-04:00,95.29139768699203,95.29139768699203,95.16620698102214,95.1783447265625,1317,0.0,0.0,0.0
2021-04-28 00:00:00-04:00,95.22397629895765,95.23014068603516,95.10841791998877,95.23014068603516,1002,0.0,0.0,0.0
2021-04-29 00:00:00-04:00,95.15656365661037,95.24323978710251,95.14693869001337,95.19990539550781,2466,0.0,0.0,0.0
2021-04-30 00:00:00-04:00,95.26251385468176,95.27214617027889,95.22399193959725,95.23294830322266,1922,0.0,0.0,0.0
2021-05-03 00:00:00-04:00,95.25288145582623,95.28658353683107,95.25288145582623,95.28620147705078,2307,0.0,0.0,0.0
2021-05-04 00:00:00-04:00,95.30102664672968,95.38770278419844,95.30102664672968,95.32510375976562,2847,0.0,0.0,0.0
2021-05-05 00:00:00-04:00,95.3395596670115,95.3973388671875,95.33378468591557,95.3973388671875,2950,0.0,0.0,0.0
2021-05-06 00:00:00-04:00,95.43584316364236,95.43680566031398,95.36939415678614,95.4117660522461,4313,0.0,0.0,0.0
2021-05-07 00:00:00-04:00,95.48400018639724,95.54659186109956,95.4815902709961,95.4815902709961,1834,0.0,0.0,0.0
2021-05-10 00:00:00-04:00,95.53214913536412,95.53214913536412,95.40695843594108,95.44548034667969,2968,0.0,0.0,0.0
2021-05-11 00:00:00-04:00,95.44548034667969,95.44548034667969,95.44548034667969,95.44548034667969,0,0.0,0.0,0.0
2021-05-12 00:00:00-04:00,95.44548034667969,95.44548034667969,95.44548034667969,95.44548034667969,0,0.0,0.0,0.0
2021-05-13 00:00:00-04:00,95.44548034667969,95.44548034667969,95.44548034667969,95.44548034667969,0,0.0,0.0,0.0
2021-05-14 00:00:00-04:00,95.44548034667969,95.44548034667969,95.44548034667969,95.44548034667969,0,0.0,0.0,0.0
2021-05-17 00:00:00-04:00,95.44548034667969,95.44548034667969,95.44548034667969,95.44548034667969,0,0.0,0.0,0.0
2021-05-18 00:00:00-04:00,95.44548034667969,95.44548034667969,95.44548034667969,95.44548034667969,0,0.0,0.0,0.0
2021-05-19 00:00:00-04:00,95.44548034667969,95.44548034667969,95.44548034667969,95.44548034667969,0,0.0,0.0,0.0
2021-05-20 00:00:00-04:00,95.44548034667969,95.44548034667969,95.44548034667969,95.44548034667969,0,0.0,0.0,0.0
2021-05-21 00:00:00-04:00,95.44548034667969,95.44548034667969,95.44548034667969,95.44548034667969,0,0.0,0.0,0.0
2021-05-24 00:00:00-04:00,95.44548034667969,95.44548034667969,95.44548034667969,95.44548034667969,0,0.0,0.0,0.0
2021-05-25 00:00:00-04:00,95.44548034667969,95.44548034667969,95.44548034667969,95.44548034667969,0,0.0,0.0,0.0
2021-05-26 00:00:00-04:00,95.44548034667969,95.44548034667969,95.44548034667969,95.44548034667969,0,0.0,0.0,0.0
2021-05-27 00:00:00-04:00,95.44548034667969,95.44548034667969,95.44548034667969,95.44548034667969,0,0.0,0.0,0.0
2021-05-28 00:00:00-04:00,95.44548034667969,95.44548034667969,95.44548034667969,95.44548034667969,0,0.0,0.0,0.0
2021-06-01 00:00:00-04:00,95.44548034667969,95.44548034667969,95.44548034667969,95.44548034667969,0,0.0,0.0,0.0
2021-06-02 00:00:00-04:00,95.44548034667969,95.44548034667969,95.44548034667969,95.44548034667969,0,0.0,0.0,0.0
2021-06-03 00:00:00-04:00,95.44548034667969,95.44548034667969,95.44548034667969,95.44548034667969,0,0.0,0.0,0.0
2021-06-04 00:00:00-04:00,95.44548034667969,95.44548034667969,95.44548034667969,95.44548034667969,0,0.0,0.0,0.0
2021-06-07 00:00:00-04:00,95.44548034667969,95.44548034667969,95.44548034667969,95.44548034667969,0,0.0,0.0,0.0
2021-06-08 00:00:00-04:00,95.44548034667969,95.44548034667969,95.44548034667969,95.44548034667969,0,0.0,0.0,0.0
2021-06-09 00:00:00-04:00,95.44548034667969,95.44548034667969,95.44548034667969,95.44548034667969,0,0.0,0.0,0.0
2021-06-10 00:00:00-04:00,95.44548034667969,95.44548034667969,95.44548034667969,95.44548034667969,0,0.0,0.0,0.0
2021-06-11 00:00:00-04:00,95.44548034667969,95.44548034667969,95.44548034667969,95.44548034667969,0,0.0,0.0,0.0
2021-06-14 00:00:00-04:00,95.44548034667969,95.44548034667969,95.44548034667969,95.44548034667969,0,0.0,0.0,0.0
2021-06-15 00:00:00-04:00,95.44548034667969,95.44548034667969,95.44548034667969,95.44548034667969,0,0.0,0.0,0.0
2021-06-16 00:00:00-04:00,95.44548034667969,95.44548034667969,95.44548034667969,95.44548034667969,0,0.0,0.0,0.0
2021-06-17 00:00:00-04:00,95.44548034667969,95.44548034667969,95.44548034667969,95.44548034667969,0,0.0,0.0,0.0
2021-06-18 00:00:00-04:00,95.44548034667969,95.44548034667969,95.44548034667969,95.44548034667969,0,0.0,0.0,0.0
2021-06-21 00:00:00-04:00,95.44548034667969,95.44548034667969,95.44548034667969,95.44548034667969,0,0.0,0.0,0.0
2021-06-22 00:00:00-04:00,95.44548034667969,95.44548034667969,95.44548034667969,95.44548034667969,0,0.0,0.0,0.0
2021-06-23 00:00:00-04:00,95.44548034667969,95.44548034667969,95.44548034667969,95.44548034667969,0,0.0,0.0,0.0
2021-06-24 00:00:00-04:00,95.44548034667969,95.44548034667969,95.44548034667969,95.44548034667969,0,0.0,0.0,0.0
2021-06-25 00:00:00-04:00,95.44548034667969,95.44548034667969,95.44548034667969,95.44548034667969,0,0.0,0.0,0.0
2021-06-28 00:00:00-04:00,95.47380828857422,95.47380828857422,95.47380828857422,95.47380828857422,0,0.029406,0.0,0.0
2021-06-29 00:00:00-04:00,95.47380828857422,95.47380828857422,95.47380828857422,95.47380828857422,0,0.0,0.0,0.0
2021-06-30 00:00:00-04:00,95.47380828857422,95.47380828857422,95.47380828857422,95.47380828857422,0,0.0,0.0,0.0
2021-07-01 00:00:00-04:00,95.47380828857422,95.47380828857422,95.47380828857422,95.47380828857422,0,0.0,0.0,0.0
2021-07-02 00:00:00-04:00,95.47380828857422,95.47380828857422,95.47380828857422,95.47380828857422,0,0.0,0.0,0.0
2021-07-06 00:00:00-04:00,95.47380828857422,95.47380828857422,95.47380828857422,95.47380828857422,0,0.0,0.0,0.0
2021-07-07 00:00:00-04:00,95.47380828857422,95.47380828857422,95.47380828857422,95.47380828857422,0,0.0,0.0,0.0
2021-07-08 00:00:00-04:00,95.47380828857422,95.47380828857422,95.47380828857422,95.47380828857422,0,0.0,0.0,0.0
2021-07-09 00:00:00-04:00,95.47380828857422,95.47380828857422,95.47380828857422,95.47380828857422,0,0.0,0.0,0.0
2021-07-12 00:00:00-04:00,95.47380828857422,95.47380828857422,95.47380828857422,95.47380828857422,0,0.0,0.0,0.0
2021-07-13 00:00:00-04:00,95.47380828857422,95.47380828857422,95.47380828857422,95.47380828857422,0,0.0,0.0,0.0
2021-07-14 00:00:00-04:00,95.47380828857422,95.47380828857422,95.47380828857422,95.47380828857422,0,0.0,0.0,0.0
2021-07-15 00:00:00-04:00,95.47380828857422,95.47380828857422,95.47380828857422,95.47380828857422,0,0.0,0.0,0.0
2021-07-16 00:00:00-04:00,95.47380828857422,95.47380828857422,95.47380828857422,95.47380828857422,0,0.0,0.0,0.0
2021-07-19 00:00:00-04:00,96.00363412712922,96.00844803914157,95.93138135004014,95.9942855834961,20415,0.0,0.0,0.0
2021-07-20 00:00:00-04:00,96.0492935180664,96.0492935180664,96.0492935180664,96.0492935180664,37,0.0,0.0,0.0
2021-07-21 00:00:00-04:00,95.9024794580195,95.9024794580195,95.89602661132812,95.89602661132812,158,0.0,0.0,0.0
2021-07-22 00:00:00-04:00,95.9843699763801,95.98938232478369,95.98263549804688,95.98263549804688,203,0.0,0.0,0.0
2021-07-23 00:00:00-04:00,95.96519080943504,96.03252677786523,95.96519080943504,95.98532104492188,14144,0.0,0.0,0.0
2021-07-26 00:00:00-04:00,96.0180799027994,96.0180799027994,95.9833976890541,95.99639892578125,1736,0.0,0.0,0.0
